Serial No,movie_id,movie_name,year,genre,overview,director,cast,poster_url,rating,votes
1173,tt0424298,Nache Nagin Gali Gali,1989,Horror,"While trying to save themselves from an evil black magician, two shape-shifting snakes who are in love with each other get separated in a crowd. As young adults, they both try to find each other.",Mohanji Prasad,"Meenakshi Sheshadri, Nitish Bharadwaj, Sadashiv Amrapurkar, Sahila Chaddha",https://m.media-amazon.com/images/M/MV5BMWNjMzlhMDktNzE3Ni00NWE0LWI4NzctYTVmMjFiZmRiMzQ1XkEyXkFqcGc@._V1_.jpg,5.5,51
1174,tt26659814,Auron Mein Kahan DumTha,,"Drama, Romance",Showcases a love story that unfolds from 2002 to 2023.,Neeraj Pandey,"Ajay Devgn, Tabu, Jimmy Shergill, Shantanu Maheshwari",https://m.media-amazon.com/images/M/MV5BYjYxMjE0N2UtNGFkOC00NTliLWI1ODEtNWQ1ZmUyYjdmYmU4XkEyXkFqcGc@._V1_.jpg,7,39888
1175,tt1242530,What's Your Raashee?,2009,"Comedy, Drama, Romance","A young man has only ten days to locate his soulmate as dictated by the stars, otherwise he could lose a fortune. He thus embarks on a journey through love, looking through twelve girls to find the one who fits his horoscope.",Ashutosh Gowariker,"Harman Baweja, Priyanka Chopra Jonas, Anjan Srivastav, Manju Singh",https://m.media-amazon.com/images/M/MV5BYTAxODZiZGItODgwNC00OGY0LThlNmItM2I5OTFjODUyZmQ1XkEyXkFqcGc@._V1_.jpg,4.8,2902
1176,tt6041458,Tutak Tutak Tutiya,2016,"Comedy, Horror",The Hindi version of the trilingual horror-comedy wherein a husband finds out his wife is possessed. The Telugu version is Abhinetri (2016) and the Tamil version is Devi (2016),A.L. Vijay,"Sonu Sood, Rajiv Thakur, Rj Ajay, RJ Balaji",https://m.media-amazon.com/images/M/MV5BNWZmY2Q4NzAtMWFhYi00MTMwLTg0ZDgtMTY5ZmRmODA5YjMyXkEyXkFqcGc@._V1_.jpg,5.5,904
1177,tt0340178,Jaal: The Trap,2003,"Action, Crime, Drama","When his girlfriend is kidnapped by Kashmiri terrorists, a commando is tasked with kidnapping the Home Minister's daughter in order to secure his lady love's release.",Guddu Dhanoa,"Sunny Deol, Tabu, Reema Sen, Anupam Kher",https://m.media-amazon.com/images/M/MV5BYzQ1ZWMwNDktOWZiMy00MGIxLWIwMzEtZjI3ODlkMTZjYTU3XkEyXkFqcGc@._V1_.jpg,4.3,609
1178,tt0088099,Sharaabi,1984,"Comedy, Drama, Romance",A workaholic businessman neglects his only son after his wife's death. The son grows up to be a rebellious alcoholic.,Prakash Mehra,"Amitabh Bachchan, Ranjeet Bedi, Bharat Bhushan, C.S. Dubey",https://m.media-amazon.com/images/M/MV5BZmIwZGQwNjctMzU2Ni00MjA2LTk1MzItOTU5MGY5OTljM2FhXkEyXkFqcGc@._V1_.jpg,7.3,3260
1179,tt1602476,Badmaa$h Company,2010,"Comedy, Crime, Drama",Four youngsters grow rich together with a big idea in 90's middle-class Bombay. All is hunky dory till they are forced to shut shop until a plan comes up.,Parmeet Sethi,"Shahid Kapoor, Anushka Sharma, Meiyang Chang, Vir Das",https://m.media-amazon.com/images/M/MV5BZTZiN2M4OWQtYWJlYy00ZTUxLWJiN2QtYzM1M2NjMjMwMjNjXkEyXkFqcGc@._V1_.jpg,6.1,8034
1180,tt3483612,Hamari Adhuri Kahani,2015,"Drama, Romance","A single mother finds solace with a wealthy, but lonely hotel magnate, together they find love until her past comes back to confront her.",Mohit Suri,"Emraan Hashmi, Vidya Balan, Rajkummar Rao, Sara Khan",https://m.media-amazon.com/images/M/MV5BYWIzM2E5YTItNzZmYi00ODVlLTgyNTEtNTZjZjUwYWUzNzUxXkEyXkFqcGc@._V1_.jpg,6.7,6827
1181,tt10351180,Bad Boy,2023,"Comedy, Drama, Romance",A light comedy about a good-for-nothing boy who falls in love with a studious girl from a conservative family. Thus the funny conflict and situations that pop up.,Rajkumar Santoshi,"Namashi Chakraborthy, Amrin Qureshi, Darshan Jariwala, Johny Lever",https://m.media-amazon.com/images/M/MV5BNmQxNWU5YmMtMDY1Yy00YmFiLWIyMGItNzhkMDI3ODNhMjU5XkEyXkFqcGc@._V1_.jpg,6.6,8603
1182,tt11231440,Doordarshan,2020,"Comedy, Drama","When the family's grandmother wakes up, the parents who have been bickering over their divorce are compelled to revive their marriage and keep the peace at home.",Gagan Puri,"Manu Rishi Chadha, Mahie Gill, Dolly Ahluwalia, Shardul Rana",https://m.media-amazon.com/images/M/MV5BYjY5NmIzZmItMjRhMC00ZDljLWI5YjMtZDM0NGJhMTBjNzc0XkEyXkFqcGc@._V1_.jpg,6.1,4438
1183,tt0362696,Haasil,2003,"Crime, Drama, Romance","Aniruddh, a law-abiding college student, in love with Niharika, gets caught up in college politics and crime and must fight it out for himself when his friend becomes his foe.",Tigmanshu Dhulia,"Jimmy Shergill, Hrishitaa Bhatt, Irrfan Khan, Ashutosh Rana",https://m.media-amazon.com/images/M/MV5BMjEyNDc5MzEzMF5BMl5BanBnXkFtZTcwNzg1MjUyMQ@@._V1_.jpg,7.6,3214
1184,tt0470869,Neal 'N' Nikki,2005,"Comedy, Musical, Romance",Take a joyride with Neal and Nikki as they travel all across Canada to find what they want most. And it's going to be quite a trip.,Arjun Sablok,"Uday Chopra, Tanishaa Mukerji, Abhishek Bachchan, Richa Pallod",https://m.media-amazon.com/images/M/MV5BOTRmYjE3MDQtMTY2Ny00MzllLTk2OWMtZDZkNDBlODY3ZGFlXkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_.jpg,3.2,1775
1185,tt0273452,Bandhan,1998,"Action, Drama, Romance",A united household is shaken to the core when Raju's (Salman Khan's) brother-in-law marries a prostitute.,"K. Muralimohana Rao, Rajesh Malik","Jackie Shroff, Salman Khan, Rambha, Ashwini Bhave",https://m.media-amazon.com/images/M/MV5BZDYyNzcxZDItMGI5ZC00YjEyLWJlOTItNTI4ZTNiNTY3NmEwXkEyXkFqcGc@._V1_.jpg,4.8,2289
1186,tt1132589,Hijack,2008,"Action, Thriller","After the passing away of his wife, Pooja, Delhi-based Vikram Madan, enrolls his daughter, Priya, in a boarding school in Amritsar, and re-locates to work as a Mechanic at Chandigarh ...                See full summary »",Kunal Shivdasani,"Shiney Ahuja, Mona Ambegaonkar, Ananya Chadha, Gananay Chadha",https://m.media-amazon.com/images/M/MV5BNzg3MDg1NzIzNl5BMl5BanBnXkFtZTgwNzkyNjcwMzE@._V1_.jpg,3.9,383
1187,tt0422236,Fida,2004,"Action, Crime, Drama","A young man is hellbent to destroy his arch enemy and his lover, who destroyed his life.",Ken Ghosh,"Kareena Kapoor, Fardeen Khan, Shahid Kapoor, Kim Sharma",https://m.media-amazon.com/images/M/MV5BMWIwOWZkZjYtMmZkMy00OTk1LTg4ZWMtNmE3YTJiYzA2NjU5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,5.4,2966
1188,tt13391696,Cold Case,2021,"Horror, Mystery, Thriller","The film tells the riveting story of a complex murder case, parallelly investigated by a police officer and an investigative journalist in their own way, who eventually cross paths to unravel secrets they never imagined.",Tanu Balak,"Prithviraj Sukumaran, Aditi Balan, Lakshmi Priyaa Chandramouli, Anil Nedumangad",https://m.media-amazon.com/images/M/MV5BOTFlYTQ4YTItNmZjNC00NWE2LWJjYTAtNzNhZDdjZmY1YzM3XkEyXkFqcGc@._V1_.jpg,6.1,4746
1189,tt3726012,Mastizaade,2016,Comedy,Sunny Kele and Aditya Chothia are two spoiled bachelors who are sex addicts. Their life takes an unexpected turn after they meet twin sisters Lily and Laila who treat sex addicts at their clinic.,Milap Zaveri,"Tusshar Kapoor, Vir Das, Sunny Leone, Govardhan Asrani",https://m.media-amazon.com/images/M/MV5BMzk0NjIxMjg2NV5BMl5BanBnXkFtZTgwMDk5NzY2NzE@._V1_.jpg,2.5,3118
1190,tt0402014,Ab Tak Chhappan,2004,"Crime, Drama",An honest encounter specialist's life begins to change with the arrival of a new police commissioner who has ties with a local don.,Shimit Amin,"Nana Patekar, Revathi, Yashpal Sharma, Mohan Agashe",https://m.media-amazon.com/images/M/MV5BNjg5NmM2ZjktMDEwYi00Zjg1LTkyNTQtOTJjMzk3Zjk4YjJiXkEyXkFqcGc@._V1_.jpg,7.8,9791
1191,tt0112313,Akele Hum Akele Tum,1995,"Drama, Romance",An estranged couple battle for the custody of their only son.,Mansoor Khan,"Aamir Khan, Manisha Koirala, Master Adil, Deven Verma",https://m.media-amazon.com/images/M/MV5BYjAxY2Y3OTAtY2EwOS00ZTJjLTkwNmItNGIwNjcxMmIyM2UwXkEyXkFqcGc@._V1_.jpg,6.9,5602
1192,tt0182251,Jab Pyaar Kisise Hota Hai,1998,"Comedy, Drama, Romance","A Playboy's past catches up with him, when he wants to get married",Deepak Sareen,"Salman Khan, Twinkle Khanna, Johny Lever, Farida Jalal",https://m.media-amazon.com/images/M/MV5BZWI1YWY4MDMtOTc4MS00ODMzLTlmZDYtODZkZDA3ZGJkNjgyXkEyXkFqcGc@._V1_.jpg,5.9,3169
1193,tt0090611,Allah-Rakha,1986,"Action, Drama","Karim Khan is employed as driver for a gangster named Don, who has an accident with his car, and asks Karim to take the blame for it for a hefty sum of cash, which Karim does so, and is ...                See full summary »",Ketan Desai,"Jackie Shroff, Shammi Kapoor, Waheeda Rehman, Biswajeet Chatterjee",https://m.media-amazon.com/images/M/MV5BMjkzMmNiYWUtZWM3Yy00NTk4LTk3ODMtYjIwOThkYzhjZjUzXkEyXkFqcGc@._V1_.jpg,5.2,195
1194,tt29064031,Bhaagamathie Full Hindi Dubbed Movie,2018,Horror,Add a Plot,Ashok G.,"Jayaram, Asha Sharath, Murli Sharma, Anushka Shetty",Not Available,,
1195,tt0330843,Saathiya,2002,"Drama, Family, Romance",A couple elopes to get married and set up home hoping that just love will do the trick - but that's just the beginning of their story.,Shaad Ali,"Vivek Oberoi, Rani Mukerji, Shah Rukh Khan, Tabu",https://m.media-amazon.com/images/M/MV5BMGZlOTQwMDAtMWFiMS00MDYzLTg0YTYtOGY2Y2I3ZDc4OTE3XkEyXkFqcGc@._V1_.jpg,6.8,7941
1196,tt15250998,Ankahi Kahaniya,2021,"Drama, Romance","As big city life buzzes around them, lonely souls discover surprising sources of connection and companionship in three tales of love, loss and longing.","Abhishek Chaubey, Saket Chaudhary, Ashwiny Iyer Tiwari","Abhishek Banerjee, T.J. Bhanu, Nikhil Dwivedi, Palomi Ghosh",https://m.media-amazon.com/images/M/MV5BODM4NTJkYzAtZTc2MS00NTVhLTk4ZDEtMGQ3NzUyOGY3MDk2XkEyXkFqcGc@._V1_.jpg,5.6,1028
1197,tt0459516,Pudhu Pettai,2006,"Action, Crime, Drama","After running away from his home, Kumar falls in with a gang and slowly rises through the ranks of the criminal underworld.",K. Selvaraghavan,"Dhanush, Sneha, Sonia Agarwal, Azhagam Perumal",https://m.media-amazon.com/images/M/MV5BZDQ4YmMyYTAtYTNiZS00NzM2LWFkMmQtNGUzNDJkMDU0MWUwXkEyXkFqcGc@._V1_.jpg,8.4,8428
1198,tt6950476,Tejas,2023,"Action, Drama, Thriller","Revolves around the extraordinary journey of Tejas Gill, an Air Force pilot, and aims to inspire and instill a deep sense of pride in the valiant soldiers who tirelessly defend our nation, confronting numerous challenges along the way.",Sarvesh Mewara,"Kangana Ranaut, Anshul Chauhan, Varun Mitra, Veenah Naair",https://m.media-amazon.com/images/M/MV5BMzUxZDBkNzctMmY3ZC00ZmZmLWIxYTktZWM5YzFiMmY0NWVmXkEyXkFqcGc@._V1_.jpg,4.3,22953
1199,tt6971752,Shubh Mangal Saavdhan,2017,"Comedy, Romance","In this remake of Kalyana Samayal Saadham (2013), a couple fall in love but then the groom discovers that he suffers from erectile dysfunction.",R.S. Prasanna,"Ayushmann Khurrana, Bhumi Pednekar, Seema Pahwa, Anshul Chauhan",https://m.media-amazon.com/images/M/MV5BNTY1MzJiZjktNjRiYS00NWIzLThmNTYtMWYzNGJiNDZkMzhhXkEyXkFqcGc@._V1_.jpg,6.9,11388
1200,tt3469244,Phantom,2015,"Action, Drama, Thriller",A disgraced Indian soldier carries out a series of assassinations in the hope of restoring his honour.,Kabir Khan,"Saif Ali Khan, Katrina Kaif, Sabyasachi Chakrabarty, Rajesh Tailang",https://m.media-amazon.com/images/M/MV5BMTk5NDE2NDUxM15BMl5BanBnXkFtZTgwOTA3NzI1NjE@._V1_.jpg,6,10052
1201,tt10280276,Coolie No. 1,2020,"Action, Comedy, Romance","After being insulted by a rich businessman named Rosario, pandit Jai Kishen teaches him a lesson by getting his daughter married to Raju - a Coolie posing as a millionaire.",David Dhawan,"Varun Dhawan, Sara Ali Khan, Paresh Rawal, Jaaved Jaaferi",https://m.media-amazon.com/images/M/MV5BZjkxODAxZGEtMDMxMi00ZDUzLTgyZDgtZWIxODM1YTMxNTEyXkEyXkFqcGc@._V1_.jpg,4.2,74484
1202,tt1509732,Aisha,2010,"Comedy, Drama, Romance",Chaos results after a wealthy woman decides to turn matchmaker for a naive village belle.,Rajshree Ojha,"Sonam Kapoor, Abhay Deol, Karamjeet Madonna, Amrita Puri",https://m.media-amazon.com/images/M/MV5BMTg5NzU5MDk2Ml5BMl5BanBnXkFtZTcwNDQ2MjE5Mw@@._V1_.jpg,5.1,4510
1203,tt0247394,Gumnaam,1965,"Drama, Mystery, Thriller","Eight people are stranded on an island. They reach a mansion where a butler is awaiting them. Then an unknown, vengeful person starts killing them, one by one.",Raja Nawathe,"Nanda Karnataki, Manoj Kumar, Pran Sikand, Helen",https://m.media-amazon.com/images/M/MV5BMTk5NjA0MTcxMl5BMl5BanBnXkFtZTcwNDc2ODgzMQ@@._V1_.jpg,6.9,1755
1204,tt12312912,Fire in the Mountains,2021,Drama,"A mother toils to save money to build a road in a Himalayan village to take her wheelchair-bound son for physiotherapy but her husband who believes that a shamanic ritual 'Jaagar' is the remedy, steals her savings.",Ajitpal Singh,"Vinamrata Rai, Chandan Bisht, Harshita Tiwari, Mayank Singh Jaira",https://m.media-amazon.com/images/M/MV5BMjM4NDljNDQtYWNlOS00YmM3LTk4YjMtMjliOTJhNTA1YzY1XkEyXkFqcGc@._V1_.jpg,6.5,247
1205,tt0111780,Yaar Gaddar,1994,"Action, Drama, Mystery","When his brother becomes involved in a deadly bank robbery, a heartbroken cop vows to track down and retrieve his wayward sibling -- dead or alive.",Umesh Mehra,"Saif Ali Khan, Sweta, Somy Ali, Deven Bhojani",https://m.media-amazon.com/images/M/MV5BMTcyNjAwNjkwNl5BMl5BanBnXkFtZTgwOTIyMzgwMzE@._V1_.jpg,3.7,237
1206,tt0112459,Barsaat,1995,"Action, Romance","A naive young man and a rich city girl fall in love. Her stepfather, however, doesn't approve of the match and will stop at nothing to split the pair.",Rajkumar Santoshi,"Bobby Deol, Twinkle Khanna, Raj Babbar, Mukesh Khanna",https://m.media-amazon.com/images/M/MV5BYzNiNzI4MTUtMzhmNC00ZGVkLTk0ZDktM2FkM2QzYzEzOTViXkEyXkFqcGc@._V1_.jpg,5.6,1474
1207,tt0806088,Heyy Babyy,2007,"Comedy, Drama",Three bachelors who are compulsive womanizers find their lives turned upside down when a baby is left at their doorstep. The trio suspect each other of being the father.,Sajid Khan,"Akshay Kumar, Fardeen Khan, Riteish Deshmukh, Vidya Balan",https://m.media-amazon.com/images/M/MV5BMTY1OTc2MTY3M15BMl5BanBnXkFtZTgwMDgxMTA2MDE@._V1_.jpg,6.1,15867
1208,tt0995035,Dhol,2007,"Comedy, Crime, Mystery","Four lazy friends try to woo a rich girl, in order to live a wealthy lifestyle. Their plan, however goes horribly wrong after they get embroiled with a notorious criminal.","Priyadarshan, Aman Ullah","Sharman Joshi, Tusshar Kapoor, Kunal Kemmu, Rajpal Naurang Yadav",https://m.media-amazon.com/images/M/MV5BYzk3MDk1NzEtMzI4Yy00YmVhLTg3NzUtYjhlMTJkM2VhZGEwXkEyXkFqcGc@._V1_.jpg,6.5,8149
1209,tt10916102,Bahut Hua Sammaan,2020,"Comedy, Crime, Drama","With their planned heist gone wrong, Bony and Fundoo get inextricably involved in the pursuit of 'Kohinoor' - quite possibly the biggest scandal the country will ever witness.",Ashish R. Shukla,"Sanjay Mishra, Ram Kapoor, Raghav Juyal, Dibyendu Bhattacharya",https://m.media-amazon.com/images/M/MV5BMzE2NmE0ZTgtMGVhOC00ODBkLWFkN2UtYjBkM2NmZWY2MWVkXkEyXkFqcGc@._V1_.jpg,7.2,4199
1210,tt0293342,Lajja,2001,"Action, Crime, Drama",The lives of four women from different places are the victims of male chauvinism and marital abuse. They decide to fight for their rights and dignity against the social norms and injustice.,Rajkumar Santoshi,"Manisha Koirala, Jackie Shroff, Madhuri Dixit, Ajay Devgn",https://m.media-amazon.com/images/M/MV5BYjRhMTA1ZjctY2IxZi00NWM3LTk1MGItOGNkNDFjNzFmYjAyXkEyXkFqcGc@._V1_.jpg,6.6,2987
1211,tt0408976,Krishna Cottage,2004,"Horror, Mystery, Romance",A group of collegians are forced to take shelter in a mysterious Krishna Cottage for the night. Little do they know that the cottage is haunted by a spirit.,Santram Varma,"Sohail Khan, Isha Koppikar, Anita Hassanandani Reddy, Rati Agnihotri",https://m.media-amazon.com/images/M/MV5BNDIzZGM3OGEtZDkwOS00ZTUyLTkzZjctNmQzMTcxYjkyNTRjXkEyXkFqcGc@._V1_.jpg,5.3,1548
1212,tt0116726,Jung,1996,"Action, Crime, Drama","Jung tells the story of Arjun (Mithun Chakraborty), an honest and passionate police officer who finds himself clashing with his younger brother Ajay (Ajay Devgan), an equally passionate ...                See full summary »",Rama Rao Tatineni,"Mithun Chakraborty, Ajay Devgn, Rambha, Vani Viswanath",https://m.media-amazon.com/images/M/MV5BMTI5MzgxOTYyNV5BMl5BanBnXkFtZTcwMjgxNDE0MQ@@._V1_.jpg,4.5,319
1213,tt8133888,Nela Ticket,2018,"Action, Comedy, Crime",A carefree young man is forced to grow up fast after he incurs the wrath of a corrupt politician.,Kalyan Krishna,"Ravi Teja, Malvika Sharma, Jagapathi Babu, Sampath Raj",https://m.media-amazon.com/images/M/MV5BNjJlYjQ5MjQtMGVjYy00ZDM0LTk4ZjEtOWY1ZmJhZWQxYzBlXkEyXkFqcGc@._V1_.jpg,4.3,911
1214,tt0484186,Pyasi Nigahen,1990,Thriller,"The city quails as a masked murderer stalks nubile women. The law helpless, only the local tantrik (shaman) Dumroo Baba seems to hold the key to catching the murderer...or does he?",Kesar Matharu,"Birbal, Sahila Chaddha, Ajinkya Deo, Annu Kapoor",https://m.media-amazon.com/images/M/MV5BYTUyMDMwOTQtOGI2Ni00Nzg2LWIzZGYtYjBmNTY5OGVlOWVmXkEyXkFqcGc@._V1_.jpg,6.1,19
1215,tt5842616,Veere Di Wedding,2018,Comedy,Four girls on their way to find true love discover that their friendship must remain strong until the wedding of a friend named Veer.,Shashanka Ghosh,"Kareena Kapoor, Sonam Kapoor, Swara Bhasker, Shikha Talsania",https://m.media-amazon.com/images/M/MV5BMzAzZTAyMjctNmZmNS00NmFmLWEzYzYtMjE4NGZkZjJhYWYwXkEyXkFqcGc@._V1_.jpg,3.3,13505
1216,tt0116308,Fire,1996,"Drama, Romance",Two women who are abandoned by their husbands find love and solace in each other.,Deepa Mehta,"Shabana Azmi, Nandita Das, Karishma Jhalani, Ramanjeet Kaur",https://m.media-amazon.com/images/M/MV5BZjFjNGM5ZTAtYjlkNC00NjVhLTgwZjItNDZlNTdlNGY0YTQzXkEyXkFqcGc@._V1_.jpg,7.1,6484
1217,tt3742284,NH10,2015,"Action, Crime, Drama","On their way to a weekend retreat, a married couple find their dream vacation turn into a nightmare when they cross paths with a dangerous gang.",Navdeep Singh,"Anushka Sharma, Neil Bhoopalam, Darshan Kumaar, Deepti Naval",https://m.media-amazon.com/images/M/MV5BOTUyMzk3MzQ5OV5BMl5BanBnXkFtZTgwNDM3MjM5NDE@._V1_.jpg,7.2,14433
1218,tt10350626,Gunjan Saxena: The Kargil Girl,2020,"Action, Biography, Drama",Inspired by the life of a fearless young officer who made history by becoming the first Indian female Air Force officer to fly in a combat zone during the 1999 Kargil War,"ALi Khan AK, Sharan Sharma","Janhvi Kapoor, Pankaj Tripathi, Angad Bedi, Manav Vij",https://m.media-amazon.com/images/M/MV5BZWQwYzY1MjEtOTczOS00YzU1LTkyYWEtOTYxNWQwZTYwZTI4XkEyXkFqcGc@._V1_.jpg,5.5,35575
1219,tt13698928,Silence... Can You Hear It?,2021,"Crime, Thriller","When everyone is hiding the truth, justice will thrive despite the silence. Prepare for a murder mystery that will keep you guessing till the end.","Aban Bharucha Deohans, Tania Deohans","Sahil Vaid, Saurrabh Kushwaha, Pankaj Anand, Manoj Bajpayee",https://m.media-amazon.com/images/M/MV5BZDIyZGFiYWMtN2QxYi00Mzc4LWFiMWUtOGUxMjY5MjY1YmU5XkEyXkFqcGc@._V1_.jpg,6.6,5849
1220,tt23220552,Badass Ravikumar,2024,"Action, Musical","The Xpose franchise now goes to the next level with Himesh Reshammiya doing a spin-off from his iconic character Ravi Kumar from his hit film 'The Xpose' as an action musical entertainer, in which he is up against 10 sensational villains.",Himesh Reshammiya,"Prabhu Deva, Himesh Reshammiya, Sonia Kapoor",https://m.media-amazon.com/images/M/MV5BYmNjNmM0ZWMtZWIwZS00ZmFmLWFmNDAtMWE1MzQ4YjMzZTE3XkEyXkFqcGc@._V1_.jpg,7.3,8913
1221,tt21074588,Baap,,Action,Add a Plot,Vivek Chauhan,"Lankesh Bhardwaj, Sanjay Dutt, Sunny Deol, Jackie Shroff",https://m.media-amazon.com/images/M/MV5BZGRjMDE1YWQtNjQ3Mi00N2JiLWFkMzgtZDE3MTk3YzY5ZTkwXkEyXkFqcGc@._V1_.jpg,,
1222,tt6095994,Khoj,2017,"Crime, Mystery, Thriller","When a doctor claims that his wife has gone missing, but can only produce a single photo of her, a police inspector begins unearthing secrets that shock the surrounding misty hill town of India.",Arka Ganguly,"Vikram Chatterjee, Shataf Figar, Poonam Gurung, Arnab Bhattacharya",https://m.media-amazon.com/images/M/MV5BN2NkYjUyM2YtMDg2Yi00NjVkLWE2NzItZGU2MGVlMDcwY2ZlXkEyXkFqcGc@._V1_.jpg,6.7,940
1223,tt0833476,Jhoom Barabar Jhoom,2007,"Comedy, Drama, Musical","A crazy love story full of lies, deceits and a complicated quadrangle where each one has to think quickly and dance around each other's emotions.",Shaad Ali,"Abhishek Bachchan, Preity G Zinta, Bobby Deol, Lara Dutta",https://m.media-amazon.com/images/M/MV5BMDAxNjU1MmUtNjBhYS00ZDhhLTljNDMtYjFlOWU0MDY2NzMxXkEyXkFqcGc@._V1_.jpg,3.7,3545
1224,tt3036740,Humshakals,2014,"Comedy, Drama, Romance","A comedy centered around three people who each have a lookalike of a lookalike, all with the same name.",Sajid Khan,"Saif Ali Khan, Riteish Deshmukh, Ram Kapoor, Bipasha Basu",https://m.media-amazon.com/images/M/MV5BMTk0MTI3NDcxMV5BMl5BanBnXkFtZTgwMDIyNTE4MTE@._V1_.jpg,1.7,8790
1225,tt0102701,Prahaar: The Final Attack,1991,"Drama, Thriller, Action","Prahaar is the story of Major Chauhan, a tough and stern soldier, trained to destroy the enemy. He can see the enemy on our borders but is unaware of the invisible enemy within ourselves. ...                See full summary »","Subhankar Ghosh, Nana Patekar","Nana Patekar, Dimple Kapadia, Gautam Joglekar, Madhuri Dixit",https://m.media-amazon.com/images/M/MV5BMWUzM2YyYWUtNTY2MS00MmE0LWI4ZTgtZjU0OTMyOTZlOTA4XkEyXkFqcGc@._V1_.jpg,8,2298
